http://www.finsinc.com,Westlake Village,Fins Seafood Grill,91361,,(805) 494-6494,http://www.yellowpages.com/westlake-village-ca/mip/fins-seafood-grill-474244990?lid=474244990,5.0 stars,CA,-118.828514,"982 S Westlake Blvd Ste 8,",34.152782,http://www.yellowpages.com/westlake-village-ca/restaurants
http://www.bjsbrewhouse.com/,Westlake Village,BJ's Restaurants,91362,,(805) 497-9393,http://www.yellowpages.com/westlake-village-ca/mip/bjs-restaurants-11075722?lid=11075722,4.5 stars,CA,-118.8245,"3955 E Thousand Oaks Blvd,",34.16191,http://www.yellowpages.com/westlake-village-ca/restaurants
http://www.boccacciosonthelake.com,Westlake Village,Boccaccio's Restaurant,91361,,(818) 889-8300,http://www.yellowpages.com/westlake-village-ca/mip/boccaccios-restaurant-2535943?lid=2535943,3.5 stars,CA,-118.822174,"32123 Lindero Canyon Rd,",34.13825,http://www.yellowpages.com/westlake-village-ca/restaurants
http://www.farfallawestlakevillage.com,Westlake Village,Farfalla Westlake,91362,,(805) 497-2283,http://www.yellowpages.com/westlake-village-ca/mip/farfalla-westlake-4646390?lid=4646390,5.0 stars,CA,-118.822205,"160 Promenade Way,",34.15869,http://www.yellowpages.com/westlake-village-ca/restaurants
http://thenapatavern.com,Westlake Village,Napa Grill,91362,,(805) 497-4911,http://www.yellowpages.com/westlake-village-ca/mip/napa-grill-459022258?lid=459022258,0.0 stars,CA,-118.82325,"101 S Westlake Blvd,",34.160355,http://www.yellowpages.com/westlake-village-ca/restaurants
http://www.thegrill.com/,Westlake Village,Grill On The Alley,91362,,(805) 418-1760,http://www.yellowpages.com/westlake-village-ca/mip/grill-on-the-alley-472523957?lid=472523957,0.0 stars,CA,-118.82135,"120 Promenade Way,",34.158886,http://www.yellowpages.com/westlake-village-ca/restaurants
http://www.stonefiregrill.com,Westlake Village,Stonefire Grill Restaurant,91362,,(805) 413-0300,http://www.yellowpages.com/westlake-village-ca/mip/stonefire-grill-restaurant-456809401?lid=456809401,0.0 stars,CA,-118.830284,"3635 E Thousand Oaks Blvd,",34.164925,http://www.yellowpages.com/westlake-village-ca/restaurants
http://www.brentsdelicatessen.com,Westlake Village,Brent's Deli,91361,,(805) 557-1882,http://www.yellowpages.com/westlake-village-ca/mip/brents-deli-6222304?lid=6222304,5.0 stars,CA,-118.823975,"2799 Townsgate Rd,",34.153088,http://www.yellowpages.com/westlake-village-ca/restaurants
http://www.med-rest.com,Westlake Village,Mediterraneo,91361,,(818) 889-9105,http://www.yellowpages.com/westlake-village-ca/mip/mediterraneo-6302253?lid=6302253,3.0 stars,CA,-118.81758,"32037 Agoura Rd,",34.147995,http://www.yellowpages.com/westlake-village-ca/restaurants
http://californiacrisp.com/,Westlake Village,California Crisp,91362,,(818) 865-9999,http://www.yellowpages.com/westlake-village-ca/mip/california-crisp-16553845?lid=16553845,1.0 stars,CA,-118.79497,"5794 Lindero Canyon Rd,",34.15575,http://www.yellowpages.com/westlake-village-ca/restaurants
http://www.casaescobar.com,Westlake Village,Casa Escobar Westlake,91361,,(805) 777-7747,http://www.yellowpages.com/westlake-village-ca/mip/casa-escobar-westlake-466842645?lid=466842645,5.0 stars,CA,,"2809 Agoura Rd,",,http://www.yellowpages.com/westlake-village-ca/restaurants
http://westlake.hyatt.com/hyatt/hotels/entertainment/restaurants/index.jsp,Westlake Village,Bella Terraza Restaurant,91361,,(805) 557-4710,http://www.yellowpages.com/westlake-village-ca/mip/bella-terraza-restaurant-458051832?lid=458051832,0.0 stars,CA,-118.82654,"880 S Westlake Blvd,",34.15553,http://www.yellowpages.com/westlake-village-ca/restaurants
