,Ojai,La Valle Restaurant,93023,,(805) 640-1048,http://www.yellowpages.com/ojai-ca/mip/la-valle-restaurant-472505673?lid=472505673,5.0 stars,CA,-119.23474,"1002 E Ojai Ave,",34.4485,http://www.yellowpages.com/ojai-ca/restaurants
http://www.boccalis.com,Ojai,Boccali's Restaurant,93023,,(805) 646-6116,http://www.yellowpages.com/ojai-ca/mip/boccalis-restaurant-2900812?lid=2900812,0.0 stars,CA,-119.20517,"3277 E Ojai Ave,",34.44613,http://www.yellowpages.com/ojai-ca/restaurants
http://www.lafuenterestaurant.com,Ojai,La Fuente Restaurant,93023,,(805) 646-7715,http://www.yellowpages.com/ojai-ca/mip/la-fuente-restaurant-23027589?lid=23027589,0.0 stars,CA,-119.24271,"423 E Ojai Ave,",34.44798,http://www.yellowpages.com/ojai-ca/restaurants
http://www.loscaporalesrestaurant.com/Los%20Caporales.html,Ojai,Los Caporales Restaurant,93023,,(805) 646-5452,http://www.yellowpages.com/ojai-ca/mip/los-caporales-restaurant-4302964?lid=4302964,0.0 stars,CA,-119.24522,"307 E Ojai Ave,",34.447834,http://www.yellowpages.com/ojai-ca/restaurants
,Ojai,La Fonte Pizzeria Italiana,93023,,(805) 646-5435,http://www.yellowpages.com/ojai-ca/mip/la-fonte-pizzeria-italiana-461554683?lid=461554683,0.0 stars,CA,-119.24582,"242 E Ojai Ave,",34.447796,http://www.yellowpages.com/ojai-ca/restaurants
http://www.seafoodojai.com,Ojai,Ideal Seafood,93023,,(805) 640-1514,http://www.yellowpages.com/ojai-ca/mip/ideal-seafood-459179192?lid=459179192,0.0 stars,CA,-119.28897,"11512 N Ventura Ave,",34.426014,http://www.yellowpages.com/ojai-ca/restaurants
http://omgojai.com/,Ojai,Osteria Monte Grappa,93023,,(805) 640-6767,http://www.yellowpages.com/ojai-ca/mip/osteria-monte-grappa-481410358?lid=481410358,0.0 stars,CA,-119.24604,"205 N Signal St,",34.44878,http://www.yellowpages.com/ojai-ca/restaurants
http://thegardenterrace.com/,Ojai,Garden Terrace,93023,,(805) 646-1133,http://www.yellowpages.com/ojai-ca/mip/garden-terrace-481118392?lid=481118392,0.0 stars,CA,-119.234795,"1002 E Ojai Ave,",34.44853,http://www.yellowpages.com/ojai-ca/restaurants
,Ojai,Ranch House Restaurant,93023,,(805) 646-2360,http://www.yellowpages.com/ojai-ca/mip/ranch-house-restaurant-468471298?lid=468471298,0.0 stars,CA,-119.276855,"102 Besant Rd,",34.44319,http://www.yellowpages.com/ojai-ca/restaurants
http://www.bodees.net,Ojai,Bodee's,93023,,(805) 646-5300,http://www.yellowpages.com/ojai-ca/mip/bodees-13118607?lid=13118607,0.0 stars,CA,-119.2875,"3304 Maricopa Hwy,",34.469543,http://www.yellowpages.com/ojai-ca/restaurants
