http://www.tuscanypizzeriadeli.com,Santa Paula,Tuscany Pizzeria & Deli,93060,,(805) 229-7279,http://www.yellowpages.com/santa-paula-ca/mip/tuscany-pizzeria-deli-459929466?lid=459929466,0.0 stars,CA,-119.06065,"973 E Main St,",34.353725,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Enzo's Italian Restaurant,93060,,(805) 933-3444,http://www.yellowpages.com/santa-paula-ca/mip/enzos-italian-restaurant-462002330?lid=462002330,0.0 stars,CA,-119.06129,"134 N Mill St,",34.35393,http://www.yellowpages.com/santa-paula-ca/restaurants
http://www.hozysgrill.com,Santa Paula,Hozy's Grill,93060,,(805) 525-1068,http://www.yellowpages.com/santa-paula-ca/mip/hozys-grill-22311131?lid=22311131,0.0 stars,CA,-119.04106,"1760 E Lemonwood Dr,",34.35753,http://www.yellowpages.com/santa-paula-ca/restaurants
http://www.zapspizza.com,Santa Paula,Zapparelli's Family Pizzeria,93060,,(805) 933-1351,http://www.yellowpages.com/santa-paula-ca/mip/zapparellis-family-pizzeria-9535987?lid=9535987,0.0 stars,CA,-119.08331,"598 W Main St,",34.34525,http://www.yellowpages.com/santa-paula-ca/restaurants
http://www.amecipizzaandpasta.com,Santa Paula,Ameci Pizza & Pasta,93060,,(805) 933-5544,http://www.yellowpages.com/santa-paula-ca/mip/ameci-pizza-pasta-10302441?lid=10302441,5.0 stars,CA,-119.07215,"125 E Harvard Blvd,",34.34632,http://www.yellowpages.com/santa-paula-ca/restaurants
http://www.santapaulamexicanfood.com/index.html,Santa Paula,Tlaquepaque Restaurant,93060,,(805) 933-5535,http://www.yellowpages.com/santa-paula-ca/mip/tlaquepaque-restaurant-7996072?lid=7996072,0.0 stars,CA,-119.06076,"120 S Mill St,",34.352783,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Rainbow Snow Company,93060,,(805) 525-6625,http://www.yellowpages.com/santa-paula-ca/mip/rainbow-snow-company-12944258?lid=12944258,0.0 stars,CA,-119.06134,"933 Yale St,",34.35243,http://www.yellowpages.com/santa-paula-ca/restaurants
http://www.familiadiazrestaurant.com,Santa Paula,Familia Diaz,93060,,(805) 525-2813,http://www.yellowpages.com/santa-paula-ca/mip/familia-diaz-3528837?lid=3528837,4.0 stars,CA,-119.058685,"245 S 10th St,",34.35112,http://www.yellowpages.com/santa-paula-ca/restaurants
http://www.tiababesrestaurante.com,Santa Paula,Tia Babe's Burritos & Mexican,93060,,(805) 525-5441,http://www.yellowpages.com/santa-paula-ca/mip/tia-babes-burritos-mexican-10914265?lid=10914265,0.0 stars,CA,-119.06054,"915 E Harvard Blvd,",34.3499,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Summit,93060,,(805) 933-9898,http://www.yellowpages.com/santa-paula-ca/mip/summit-7693869?lid=7693869,0.0 stars,CA,-119.08072,"12689 Ojai Rd,",34.401993,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Mupu Grill,93060,,(805) 525-9779,http://www.yellowpages.com/santa-paula-ca/mip/mupu-grill-8136101?lid=8136101,0.0 stars,CA,-119.06201,"930 E Main St,",34.353294,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Rabalais,93060,,(805) 525-2109,http://www.yellowpages.com/santa-paula-ca/mip/rabalais-468473641?lid=468473641,0.0 stars,CA,-119.06322,"861 E Main St,",34.352917,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Harvard Smoke & Snack,93060,,(805) 525-8910,http://www.yellowpages.com/santa-paula-ca/mip/harvard-smoke-snack-474655834?lid=474655834,0.0 stars,CA,-119.07184,"135 E Harvard Blvd,",34.346416,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Duke's,93060,,(805) 525-3270,http://www.yellowpages.com/santa-paula-ca/mip/dukes-2598432?lid=2598432,0.0 stars,CA,-119.07608,"252 W Harvard Blvd,",34.345013,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Mariscos El Campeon,93060,,(805) 525-8143,http://www.yellowpages.com/santa-paula-ca/mip/mariscos-el-campeon-5991301?lid=5991301,1.0 stars,CA,-119.05464,"1175 E Harvard Blvd,",34.35175,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Pollo Bravo,93060,,(805) 933-1375,http://www.yellowpages.com/santa-paula-ca/mip/pollo-bravo-2565037?lid=2565037,0.0 stars,CA,-119.06961,"310 S Palm Ave,",34.346695,http://www.yellowpages.com/santa-paula-ca/restaurants
,Santa Paula,Mexican American Opportunity Foundation,93060,,(805) 525-8745,http://www.yellowpages.com/santa-paula-ca/mip/mexican-american-opportunity-foundation-481137369?lid=481137369,0.0 stars,CA,-119.05929,"1111 E Santa Paula St,",34.358067,http://www.yellowpages.com/santa-paula-ca/restaurants
